GCF_040012895.1	ASM4001289v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/895/GCF_040012895.1_ASM4001289v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/895/GCA_040012895.1_ASM4001289v1
GCF_040012875.1	ASM4001287v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/875/GCF_040012875.1_ASM4001287v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/875/GCA_040012875.1_ASM4001287v1
GCF_040012855.1	ASM4001285v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/855/GCF_040012855.1_ASM4001285v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/855/GCA_040012855.1_ASM4001285v1
GCF_040012835.1	ASM4001283v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/835/GCF_040012835.1_ASM4001283v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/835/GCA_040012835.1_ASM4001283v1
GCF_040012805.1	ASM4001280v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/805/GCF_040012805.1_ASM4001280v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/805/GCA_040012805.1_ASM4001280v1
GCF_040012795.1	ASM4001279v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/795/GCF_040012795.1_ASM4001279v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/795/GCA_040012795.1_ASM4001279v1
GCF_040012775.1	ASM4001277v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/775/GCF_040012775.1_ASM4001277v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/775/GCA_040012775.1_ASM4001277v1
GCF_040012755.1	ASM4001275v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/755/GCF_040012755.1_ASM4001275v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/755/GCA_040012755.1_ASM4001275v1
GCF_040012735.1	ASM4001273v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/735/GCF_040012735.1_ASM4001273v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/735/GCA_040012735.1_ASM4001273v1
GCF_040012705.1	ASM4001270v1	Scaffold	2024/06/02 00:00	Acinetobacter baumannii	470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/012/705/GCF_040012705.1_ASM4001270v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/012/705/GCA_040012705.1_ASM4001270v1
